GR,NPHI,RHOB,RT,DEPTH
36.258,0.107,2.638,62290.77,4281.3
35.804,0.102,2.649,62290.77,4281.4
34.266,0.095,2.664,62290.77,4281.5
34.463,0.086,2.679,62290.77,4281.6
34.91,0.078,2.694,62290.77,4281.7
32.187,0.071,2.707,62290.77,4281.8
31.051,0.069,2.719,62290.77,4281.9
32.359,0.068,2.729,62290.77,4282.0
34.785,0.07,2.731,62290.77,4282.1
37.703,0.07,2.724,62290.77,4282.2
40.339,0.068,2.711,62290.77,4282.3
41.832,0.073,2.695,62290.77,4282.4
42.08,0.079,2.677,62120.09,4282.5
43.747,0.086,2.66,1846.652,4282.6
48.638,0.101,2.642,7688.476,4282.7
53.185,0.121,2.626,435.754,4282.8
52.809,0.14,2.609,158.494,4282.9
53.861,0.157,2.591,90.451,4283.0
53.017,0.172,2.574,40.069,4283.1
52.265,0.184,2.564,14.729,4283.2
53.079,0.196,2.56,11.285,4283.3
54.872,0.206,2.563,8.702,4283.4
58.217,0.214,2.572,9.772,4283.5
58.392,0.221,2.584,8.712,4283.6
61.203,0.226,2.593,4.786,4283.7
66.497,0.226,2.591,4.085,4283.8
66.654,0.227,2.576,4.561,4283.9
66.889,0.225,2.554,5.079,4284.0
66.896,0.223,2.531,4.454,4284.1
67.134,0.217,2.512,4.491,4284.2
65.116,0.213,2.499,4.202,4284.3
66.867,0.214,2.489,3.814,4284.4
69.795,0.214,2.485,3.753,4284.5
69.775,0.212,2.485,3.658,4284.6
68.77,0.212,2.489,3.443,4284.7
69.17,0.211,2.491,3.168,4284.8
67.698,0.211,2.49,2.958,4284.9
67.388,0.211,2.491,3.008,4285.0
69.216,0.211,2.499,3.14,4285.1
67.401,0.211,2.514,3.32,4285.2
69.292,0.208,2.529,3.786,4285.3
70.034,0.206,2.54,4.339,4285.4
72.346,0.205,2.543,4.515,4285.5
71.947,0.207,2.547,4.218,4285.6
72.048,0.21,2.553,4.748,4285.7
72.125,0.21,2.561,5.25,4285.8
73.021,0.208,2.567,5.73,4285.9
72.491,0.204,2.571,6.481,4286.0
72.296,0.197,2.573,8.011,4286.1
71.913,0.188,2.572,9.004,4286.2
66.108,0.179,2.56,8.521,4286.3
59.809,0.174,2.533,12.409,4286.4
54.51,0.175,2.491,19.121,4286.5
48.641,0.176,2.438,54.697,4286.6
42.912,0.176,2.384,91.96,4286.7
37.49,0.175,2.336,81.33,4286.8
34.196,0.178,2.302,90.945,4286.9
32.482,0.176,2.285,75.581,4287.0
31.432,0.178,2.277,269.04,4287.1
30.054,0.18,2.273,62290.77,4287.2
28.588,0.182,2.266,62290.77,4287.3
28.722,0.188,2.257,62290.77,4287.4
29.173,0.193,2.251,62290.77,4287.5
26.95,0.198,2.25,62290.77,4287.6
26.102,0.201,2.251,62290.77,4287.7
24.916,0.201,2.252,62290.77,4287.8
24.958,0.198,2.251,62290.77,4287.9
23.002,0.193,2.247,62206.703,4288.0
22.745,0.191,2.238,32419.793,4288.1
23.568,0.188,2.226,188.424,4288.2
23.707,0.186,2.213,200.416,4288.3
23.199,0.185,2.201,193.058,4288.4
22.727,0.184,2.196,194.916,4288.5
22.99,0.182,2.196,197.039,4288.6
24.099,0.18,2.198,186.076,4288.7
23.565,0.178,2.201,164.436,4288.8
22.302,0.177,2.203,189.909,4288.9
22.786,0.176,2.206,186.0,4289.0
23.732,0.174,2.209,137.298,4289.1
21.887,0.172,2.211,125.849,4289.2
21.687,0.171,2.212,114.964,4289.3
21.832,0.17,2.212,98.209,4289.4
22.193,0.169,2.214,98.188,4289.5
22.665,0.166,2.219,90.791,4289.6
22.833,0.165,2.226,90.978,4289.7
22.847,0.163,2.233,87.355,4289.8
23.603,0.162,2.24,87.731,4289.9
23.839,0.159,2.244,84.131,4290.0
24.599,0.161,2.244,79.241,4290.1
24.806,0.159,2.244,78.792,4290.2
25.381,0.16,2.245,75.532,4290.3
25.6,0.161,2.247,76.253,4290.4
25.951,0.161,2.25,76.469,4290.5
25.865,0.162,2.25,74.546,4290.6
25.286,0.162,2.248,74.831,4290.7
25.571,0.168,2.245,77.11,4290.8
24.661,0.168,2.244,71.926,4290.9
24.028,0.171,2.245,71.727,4291.0
23.24,0.175,2.249,73.32,4291.1
23.394,0.175,2.255,76.247,4291.2
22.988,0.173,2.263,76.25,4291.3
24.107,0.167,2.272,77.263,4291.4
23.845,0.164,2.281,73.079,4291.5
23.249,0.16,2.284,85.699,4291.6
22.504,0.154,2.284,77.428,4291.7
21.136,0.15,2.281,79.902,4291.8
21.36,0.141,2.28,92.743,4291.9
21.298,0.138,2.281,130.312,4292.0
20.887,0.141,2.284,131.447,4292.1
21.01,0.141,2.287,126.589,4292.2
21.074,0.139,2.292,116.23,4292.3
22.013,0.137,2.299,114.05,4292.4
22.022,0.135,2.309,93.026,4292.5
21.675,0.133,2.319,98.459,4292.6
21.956,0.133,2.328,106.216,4292.7
23.419,0.132,2.335,87.081,4292.8
23.288,0.136,2.339,72.178,4292.9
24.743,0.141,2.341,102.131,4293.0
26.648,0.146,2.34,2899.439,4293.1
26.386,0.153,2.34,62290.77,4293.2
26.403,0.152,2.348,62290.77,4293.3
27.795,0.152,2.365,62290.77,4293.4
30.043,0.153,2.388,62290.77,4293.5
29.306,0.152,2.407,62290.77,4293.6
30.32,0.151,2.417,62290.77,4293.7
31.836,0.149,2.419,62290.77,4293.8
31.269,0.147,2.418,62203.41,4293.9
32.267,0.146,2.414,31256.566,4294.0
34.081,0.148,2.41,134.809,4294.1
37.03,0.151,2.404,55.622,4294.2
39.912,0.154,2.4,40.247,4294.3
46.219,0.158,2.402,36.995,4294.4
54.716,0.161,2.418,20.479,4294.5
59.16,0.165,2.45,10.352,4294.6
63.492,0.171,2.491,6.321,4294.7
65.162,0.179,2.53,4.963,4294.8
67.334,0.186,2.558,4.414,4294.9
70.814,0.192,2.572,3.84,4295.0
74.119,0.197,2.577,3.474,4295.1
73.971,0.203,2.577,3.816,4295.2
71.914,0.206,2.576,3.43,4295.3
71.836,0.205,2.575,3.042,4295.4
72.248,0.197,2.572,3.141,4295.5
72.764,0.19,2.568,3.059,4295.6
71.642,0.19,2.566,2.762,4295.7
69.954,0.188,2.565,2.769,4295.8
72.068,0.183,2.563,2.802,4295.9
70.727,0.183,2.556,2.873,4296.0
70.852,0.177,2.547,2.991,4296.1
71.329,0.177,2.541,3.083,4296.2
69.66,0.185,2.542,3.143,4296.3
69.965,0.191,2.548,2.959,4296.4
71.883,0.194,2.553,3.008,4296.5
72.556,0.194,2.554,3.012,4296.6
71.199,0.19,2.552,3.593,4296.7
70.031,0.184,2.55,3.892,4296.8
70.48,0.182,2.549,4.036,4296.9
70.751,0.182,2.546,3.971,4297.0
69.373,0.184,2.541,3.909,4297.1
67.98,0.188,2.536,5.674,4297.2
69.122,0.192,2.537,6.817,4297.3
66.803,0.19,2.547,7.279,4297.4
65.169,0.186,2.559,8.868,4297.5
65.073,0.187,2.565,7.257,4297.6
63.132,0.191,2.559,8.295,4297.7
62.418,0.192,2.54,10.409,4297.8
62.921,0.194,2.514,14.873,4297.9
62.221,0.192,2.486,28.448,4298.0
60.963,0.195,2.461,41.121,4298.1
62.458,0.194,2.446,43.251,4298.2
61.733,0.193,2.44,44.245,4298.3
61.869,0.188,2.443,122.436,4298.4
62.754,0.188,2.449,141.526,4298.5
63.241,0.185,2.456,2024.046,4298.6
61.081,0.182,2.463,62290.77,4298.7
57.848,0.181,2.467,62116.668,4298.8
58.525,0.181,2.467,792.483,4298.9
57.498,0.184,2.464,62290.77,4299.0
57.003,0.186,2.458,62290.77,4299.1
55.804,0.186,2.45,62290.77,4299.2
56.858,0.186,2.443,62290.77,4299.3
55.344,0.185,2.438,62290.77,4299.4
54.249,0.183,2.436,62203.98,4299.5
54.954,0.182,2.437,31634.387,4299.6
56.946,0.186,2.44,62122.633,4299.7
54.15,0.187,2.443,2899.439,4299.8
55.637,0.189,2.445,62290.77,4299.9
55.901,0.189,2.447,62290.77,4300.0
55.336,0.19,2.447,62116.391,4300.1
54.326,0.185,2.444,523.35,4300.2
54.559,0.185,2.438,1980.088,4300.3
52.258,0.183,2.43,1533.972,4300.4
51.894,0.184,2.424,62290.77,4300.5
51.971,0.183,2.419,62207.879,4300.6
50.603,0.187,2.415,33011.09,4300.7
51.755,0.189,2.413,62116.52,4300.8
51.115,0.19,2.413,568.326,4300.9
52.865,0.186,2.416,1635.851,4301.0
53.822,0.184,2.42,358.789,4301.1
53.983,0.181,2.422,279.796,4301.2
52.953,0.181,2.424,245.768,4301.3
51.957,0.183,2.427,463.52,4301.4
50.194,0.184,2.431,396.367,4301.5
48.767,0.184,2.435,62212.512,4301.6
49.564,0.183,2.438,34472.07,4301.7
46.869,0.182,2.435,327.577,4301.8
43.572,0.182,2.429,107.949,4301.9
45.137,0.185,2.424,137.25,4302.0
46.073,0.187,2.424,192.214,4302.1
45.954,0.19,2.424,499.322,4302.2
47.203,0.193,2.423,194.042,4302.3
45.685,0.195,2.419,261.2,4302.4
44.73,0.195,2.412,234.387,4302.5
42.118,0.195,2.404,273.003,4302.6
43.499,0.193,2.396,225.715,4302.7
43.898,0.19,2.388,238.846,4302.8
42.058,0.194,2.382,186.951,4302.9
41.6,0.196,2.377,211.237,4303.0
43.94,0.199,2.371,209.179,4303.1
43.087,0.199,2.363,143.763,4303.2
43.132,0.201,2.355,125.134,4303.3
44.181,0.206,2.346,112.911,4303.4
43.13,0.207,2.34,107.864,4303.5
42.604,0.206,2.336,106.99,4303.6
44.173,0.206,2.334,81.054,4303.7
44.886,0.206,2.332,65.476,4303.8
44.208,0.204,2.327,63.374,4303.9
42.407,0.203,2.32,78.617,4304.0
41.938,0.203,2.313,75.097,4304.1
42.91,0.204,2.306,72.074,4304.2
42.078,0.205,2.302,41.869,4304.3
41.337,0.204,2.301,39.426,4304.4
41.563,0.203,2.301,38.806,4304.5
40.386,0.204,2.301,30.304,4304.6
40.311,0.209,2.297,27.232,4304.7
41.39,0.207,2.291,25.58,4304.8
42.344,0.206,2.283,24.892,4304.9
41.706,0.204,2.273,25.196,4305.0
40.727,0.202,2.259,24.057,4305.1
40.262,0.199,2.241,21.606,4305.2
39.447,0.196,2.226,20.178,4305.3
37.169,0.192,2.218,20.522,4305.4
36.842,0.194,2.217,20.144,4305.5
37.38,0.19,2.218,19.437,4305.6
36.017,0.19,2.218,19.213,4305.7
33.359,0.194,2.215,19.093,4305.8
32.485,0.191,2.212,19.54,4305.9
33.034,0.191,2.209,19.366,4306.0
33.266,0.193,2.208,19.633,4306.1
32.642,0.193,2.207,20.556,4306.2
32.292,0.192,2.205,20.815,4306.3
32.124,0.188,2.203,21.211,4306.4
31.022,0.189,2.202,20.862,4306.5
29.95,0.186,2.201,20.444,4306.6
30.245,0.184,2.2,20.068,4306.7
30.288,0.184,2.198,19.72,4306.8
30.862,0.187,2.195,19.898,4306.9
30.747,0.193,2.192,19.107,4307.0
30.433,0.197,2.19,18.853,4307.1
29.926,0.2,2.191,19.265,4307.2
30.46,0.202,2.196,19.66,4307.3
31.592,0.203,2.202,19.75,4307.4
31.832,0.203,2.208,19.822,4307.5
29.953,0.199,2.211,19.064,4307.6
28.825,0.2,2.21,19.495,4307.7
27.003,0.197,2.207,19.05,4307.8
26.273,0.195,2.203,19.308,4307.9
25.451,0.194,2.199,19.73,4308.0
27.777,0.194,2.197,20.413,4308.1
29.043,0.19,2.194,20.572,4308.2
29.778,0.193,2.192,20.635,4308.3
29.157,0.194,2.192,20.508,4308.4
28.735,0.197,2.193,20.663,4308.5
28.704,0.2,2.195,21.623,4308.6
30.172,0.202,2.196,21.781,4308.7
28.443,0.199,2.197,22.238,4308.8
26.871,0.2,2.198,19.993,4308.9
28.522,0.198,2.202,18.199,4309.0
29.249,0.195,2.208,17.472,4309.1
29.448,0.192,2.217,16.989,4309.2
29.252,0.187,2.229,16.461,4309.3
29.018,0.187,2.243,17.003,4309.4
28.499,0.182,2.262,17.349,4309.5
29.437,0.177,2.285,16.602,4309.6
30.516,0.17,2.312,14.707,4309.7
29.702,0.165,2.334,13.517,4309.8
28.589,0.165,2.346,12.936,4309.9
30.05,0.172,2.348,12.983,4310.0
29.75,0.176,2.348,12.858,4310.1
29.534,0.18,2.351,12.587,4310.2
29.87,0.181,2.357,12.176,4310.3
29.545,0.18,2.359,11.731,4310.4
30.867,0.179,2.349,10.677,4310.5
31.65,0.18,2.324,10.598,4310.6
29.461,0.179,2.292,11.887,4310.7
28.904,0.181,2.264,12.397,4310.8
30.219,0.182,2.247,12.056,4310.9
29.908,0.181,2.243,11.766,4311.0
30.256,0.179,2.247,11.526,4311.1
30.52,0.179,2.254,11.038,4311.2
31.142,0.181,2.26,12.094,4311.3
29.292,0.187,2.264,12.448,4311.4
30.648,0.186,2.269,12.246,4311.5
37.357,0.191,2.281,12.902,4311.6
41.55,0.192,2.302,11.962,4311.7
44.318,0.19,2.33,11.878,4311.8
43.391,0.19,2.354,15.702,4311.9
42.458,0.188,2.366,8.123,4312.0
39.739,0.185,2.363,62.805,4312.1
39.349,0.184,2.353,60.296,4312.2
36.663,0.179,2.342,49.941,4312.3
32.777,0.176,2.328,40.183,4312.4
30.8,0.173,2.307,39.549,4312.5
29.238,0.173,2.281,33.008,4312.6
28.612,0.173,2.255,34.485,4312.7
26.266,0.174,2.236,77.51,4312.8
24.938,0.174,2.225,125.21,4312.9
23.65,0.175,2.221,140.374,4313.0
23.776,0.177,2.219,242.582,4313.1
24.527,0.178,2.215,236.541,4313.2
24.065,0.177,2.211,211.113,4313.3
23.567,0.176,2.206,165.457,4313.4
23.441,0.174,2.203,134.378,4313.5
24.514,0.174,2.202,100.738,4313.6
23.895,0.174,2.202,89.406,4313.7
23.488,0.175,2.203,83.132,4313.8
25.813,0.174,2.205,86.61,4313.9
26.729,0.171,2.209,78.208,4314.0
25.78,0.168,2.213,91.356,4314.1
24.664,0.166,2.216,80.68,4314.2
24.604,0.166,2.217,88.076,4314.3
24.543,0.166,2.219,80.963,4314.4
23.666,0.167,2.219,75.181,4314.5
22.525,0.166,2.221,70.774,4314.6
24.075,0.16,2.223,66.389,4314.7
25.25,0.16,2.227,69.982,4314.8
25.464,0.159,2.235,81.898,4314.9
25.371,0.157,2.249,61.4,4315.0
24.829,0.158,2.266,39.068,4315.1
23.664,0.158,2.284,42.818,4315.2
24.995,0.155,2.301,42.044,4315.3
24.0,0.153,2.317,34.611,4315.4
24.299,0.146,2.337,29.95,4315.5
25.19,0.14,2.362,25.754,4315.6
25.459,0.134,2.393,21.768,4315.7
27.027,0.133,2.424,11.375,4315.8
27.677,0.134,2.451,12.967,4315.9
27.751,0.138,2.471,24.193,4316.0
28.322,0.144,2.483,25.919,4316.1
29.526,0.147,2.487,23.006,4316.2
29.976,0.15,2.485,19.851,4316.3
29.903,0.154,2.477,18.685,4316.4
30.589,0.16,2.47,18.269,4316.5
29.928,0.167,2.466,18.929,4316.6
30.576,0.17,2.465,21.211,4316.7
30.482,0.169,2.463,20.858,4316.8
29.908,0.164,2.458,16.272,4316.9
30.582,0.155,2.448,16.834,4317.0
30.417,0.15,2.434,19.627,4317.1
30.077,0.149,2.42,23.953,4317.2
29.03,0.143,2.405,28.121,4317.3
28.131,0.143,2.388,30.486,4317.4
28.009,0.149,2.37,33.967,4317.5
27.666,0.155,2.355,36.302,4317.6
28.444,0.158,2.345,36.976,4317.7
29.238,0.166,2.338,28.361,4317.8
31.412,0.169,2.334,29.747,4317.9
30.457,0.171,2.335,34.588,4318.0
31.303,0.171,2.34,34.878,4318.1
33.202,0.17,2.35,45.031,4318.2
34.465,0.166,2.364,200.571,4318.3
35.914,0.164,2.381,210.185,4318.4
36.161,0.162,2.4,169.585,4318.5
37.045,0.161,2.421,90.609,4318.6
38.739,0.158,2.441,96.865,4318.7
40.434,0.159,2.459,436.746,4318.8
40.067,0.16,2.471,509.088,4318.9
41.092,0.163,2.48,179.257,4319.0
43.206,0.165,2.489,449.761,4319.1
45.977,0.164,2.5,62290.77,4319.2
45.176,0.162,2.515,62290.77,4319.3
45.964,0.161,2.532,62117.953,4319.4
45.572,0.159,2.551,1071.166,4319.5
46.309,0.161,2.568,410.977,4319.6
50.174,0.16,2.583,107.761,4319.7
52.978,0.161,2.596,165.493,4319.8
52.578,0.163,2.609,62.715,4319.9
54.084,0.166,2.619,64.792,4320.0
53.731,0.166,2.623,53.613,4320.1
54.635,0.165,2.621,43.456,4320.2
56.612,0.164,2.613,19.084,4320.3
56.488,0.166,2.602,14.07,4320.4
57.655,0.169,2.59,12.856,4320.5
57.594,0.174,2.578,9.386,4320.6
57.069,0.179,2.566,6.486,4320.7
56.975,0.184,2.554,7.534,4320.8
58.815,0.188,2.544,8.593,4320.9
58.17,0.196,2.538,6.938,4321.0
59.272,0.199,2.539,4.636,4321.1
61.65,0.204,2.546,3.374,4321.2
62.229,0.205,2.555,3.866,4321.3
62.794,0.202,2.562,3.964,4321.4
64.834,0.196,2.565,4.161,4321.5
63.063,0.191,2.565,3.68,4321.6
61.1,0.19,2.568,3.425,4321.7
63.323,0.187,2.578,3.477,4321.8
65.795,0.184,2.592,3.76,4321.9
65.443,0.181,2.607,3.742,4322.0
66.518,0.18,2.617,3.699,4322.1
66.972,0.182,2.621,3.625,4322.2
66.462,0.186,2.621,3.565,4322.3
63.591,0.184,2.621,3.569,4322.4
63.61,0.182,2.624,3.707,4322.5
63.553,0.179,2.631,3.75,4322.6
65.416,0.179,2.636,3.896,4322.7
66.202,0.18,2.635,3.71,4322.8
66.624,0.182,2.625,3.548,4322.9
66.869,0.184,2.614,3.394,4323.0
65.044,0.187,2.609,3.411,4323.1
63.275,0.192,2.613,3.538,4323.2
64.754,0.198,2.626,3.771,4323.3
62.937,0.201,2.645,3.971,4323.4
64.351,0.197,2.666,4.167,4323.5
65.345,0.188,2.678,4.377,4323.6
65.119,0.177,2.676,4.903,4323.7
63.454,0.168,2.662,5.314,4323.8
65.473,0.163,2.645,6.008,4323.9
65.478,0.161,2.634,6.319,4324.0
65.34,0.163,2.631,6.25,4324.1
68.561,0.167,2.633,6.1,4324.2
70.977,0.173,2.636,5.247,4324.3
70.887,0.181,2.637,5.059,4324.4
71.021,0.188,2.633,4.774,4324.5
71.328,0.193,2.623,4.424,4324.6
69.197,0.196,2.61,4.277,4324.7
71.55,0.198,2.596,3.852,4324.8
69.979,0.202,2.584,3.672,4324.9
68.447,0.206,2.575,3.273,4325.0
68.402,0.211,2.571,3.303,4325.1
68.973,0.213,2.572,3.366,4325.2
68.698,0.21,2.577,3.494,4325.3
67.065,0.202,2.584,3.58,4325.4
72.218,0.196,2.589,3.623,4325.5
73.4,0.192,2.589,3.672,4325.6
67.891,0.189,2.587,3.587,4325.7
67.938,0.185,2.584,3.541,4325.8
67.178,0.186,2.58,3.519,4325.9
63.784,0.185,2.574,3.412,4326.0
63.086,0.19,2.564,3.408,4326.1
65.322,0.193,2.552,3.358,4326.2
66.174,0.195,2.544,3.405,4326.3
65.268,0.196,2.544,3.689,4326.4
64.253,0.194,2.55,4.054,4326.5
67.278,0.194,2.56,4.31,4326.6
70.01,0.195,2.568,4.327,4326.7
70.999,0.199,2.57,4.253,4326.8
72.626,0.202,2.564,4.363,4326.9
71.69,0.201,2.55,4.341,4327.0
69.502,0.196,2.532,4.227,4327.1
70.182,0.19,2.516,4.218,4327.2
69.17,0.188,2.507,4.356,4327.3
70.931,0.192,2.508,4.397,4327.4
70.304,0.198,2.514,4.392,4327.5
70.363,0.205,2.519,4.335,4327.6
72.417,0.205,2.518,4.306,4327.7
69.829,0.207,2.514,4.289,4327.8
69.703,0.205,2.513,4.294,4327.9
67.749,0.201,2.519,4.297,4328.0
69.635,0.196,2.527,4.454,4328.1
71.631,0.192,2.538,4.567,4328.2
71.473,0.187,2.55,4.942,4328.3
71.772,0.185,2.564,5.132,4328.4
73.96,0.184,2.577,5.441,4328.5
76.575,0.184,2.585,5.582,4328.6
73.849,0.182,2.586,5.843,4328.7
73.133,0.181,2.584,5.887,4328.8
72.977,0.183,2.579,5.467,4328.9
72.42,0.183,2.572,6.131,4329.0
73.494,0.187,2.567,6.08,4329.1
71.701,0.19,2.566,6.556,4329.2
70.939,0.195,2.571,6.112,4329.3
69.947,0.195,2.578,4.622,4329.4
66.902,0.194,2.581,4.761,4329.5
66.988,0.189,2.577,6.457,4329.6
67.724,0.189,2.568,7.022,4329.7
66.497,0.191,2.559,7.967,4329.8
66.97,0.193,2.553,11.117,4329.9
64.995,0.193,2.548,14.612,4330.0
63.404,0.193,2.54,12.989,4330.1
62.464,0.193,2.531,12.81,4330.2
60.824,0.195,2.523,17.169,4330.3
62.449,0.196,2.516,35.088,4330.4
62.136,0.196,2.511,24.682,4330.5
64.231,0.194,2.508,19.593,4330.6
65.479,0.191,2.508,17.279,4330.7
66.582,0.189,2.513,17.721,4330.8
67.74,0.189,2.524,16.366,4330.9
65.845,0.189,2.535,35.383,4331.0
66.308,0.191,2.542,20.29,4331.1
64.538,0.199,2.545,27.299,4331.2
63.668,0.205,2.545,30.156,4331.3
65.494,0.215,2.544,44.347,4331.4
66.781,0.218,2.545,38.981,4331.5
66.261,0.213,2.549,27.956,4331.6
64.848,0.208,2.559,27.089,4331.7
64.589,0.205,2.57,36.958,4331.8
62.451,0.204,2.575,30.483,4331.9
61.477,0.204,2.574,43.631,4332.0
60.019,0.205,2.568,42.456,4332.1
59.374,0.203,2.561,70.216,4332.2
58.737,0.196,2.553,2422.177,4332.3
56.391,0.193,2.543,209.828,4332.4
59.178,0.192,2.531,2777.13,4332.5
59.694,0.191,2.518,62290.77,4332.6
58.3,0.19,2.51,62290.77,4332.7
57.694,0.188,2.51,62290.77,4332.8
57.652,0.187,2.515,62116.0,4332.9
58.397,0.187,2.519,555.587,4333.0
57.261,0.187,2.515,62116.613,4333.1
56.406,0.187,2.503,596.8,4333.2
56.198,0.186,2.488,239.879,4333.3
55.701,0.185,2.477,126.257,4333.4
56.681,0.185,2.473,132.923,4333.5
56.416,0.189,2.473,96.428,4333.6
56.427,0.194,2.467,99.529,4333.7
59.168,0.194,2.453,77.583,4333.8
55.821,0.191,2.436,53.763,4333.9
57.028,0.19,2.42,68.967,4334.0
58.498,0.187,2.413,71.546,4334.1
58.066,0.186,2.413,55.127,4334.2
59.709,0.186,2.419,40.778,4334.3
59.494,0.186,2.425,43.733,4334.4
60.729,0.186,2.43,39.374,4334.5
60.871,0.188,2.433,53.473,4334.6
58.384,0.19,2.434,49.455,4334.7
56.757,0.192,2.433,45.25,4334.8
58.56,0.196,2.43,57.087,4334.9
57.703,0.201,2.426,45.996,4335.0
57.131,0.206,2.422,44.287,4335.1
56.176,0.205,2.419,57.638,4335.2
57.134,0.198,2.414,54.55,4335.3
55.851,0.196,2.408,60.181,4335.4
55.874,0.192,2.402,43.16,4335.5
54.645,0.192,2.397,49.184,4335.6
55.093,0.194,2.395,44.952,4335.7
55.585,0.199,2.393,50.162,4335.8
54.887,0.201,2.391,51.503,4335.9
55.49,0.201,2.385,46.397,4336.0
54.767,0.202,2.378,57.635,4336.1
51.195,0.203,2.373,53.188,4336.2
50.469,0.203,2.373,50.267,4336.3
52.149,0.204,2.382,39.147,4336.4
51.362,0.202,2.395,38.275,4336.5
50.2,0.198,2.404,32.301,4336.6
48.833,0.193,2.401,36.126,4336.7
44.544,0.185,2.389,37.43,4336.8
41.67,0.177,2.376,40.137,4336.9
42.467,0.171,2.366,40.307,4337.0
44.597,0.166,2.36,32.476,4337.1
44.35,0.161,2.36,27.148,4337.2
44.457,0.155,2.368,25.424,4337.3
43.642,0.157,2.384,25.824,4337.4
42.098,0.154,2.404,30.22,4337.5
42.179,0.157,2.424,35.398,4337.6
41.896,0.157,2.443,39.234,4337.7
40.924,0.153,2.458,41.714,4337.8
40.991,0.153,2.467,38.979,4337.9
42.013,0.153,2.47,43.415,4338.0
41.006,0.154,2.467,43.475,4338.1
38.639,0.154,2.462,45.312,4338.2
37.428,0.154,2.455,48.789,4338.3
39.373,0.154,2.445,47.488,4338.4
38.95,0.153,2.433,47.294,4338.5
37.516,0.153,2.422,45.577,4338.6
37.783,0.152,2.412,44.081,4338.7
38.26,0.152,2.408,43.633,4338.8
39.097,0.151,2.407,43.032,4338.9
38.42,0.151,2.409,42.085,4339.0
36.773,0.15,2.412,42.875,4339.1
35.82,0.149,2.414,43.585,4339.2
34.664,0.148,2.417,44.823,4339.3
35.633,0.149,2.419,45.941,4339.4
35.756,0.149,2.421,45.944,4339.5
34.356,0.148,2.422,47.166,4339.6
35.128,0.149,2.423,45.051,4339.7
32.861,0.149,2.423,42.499,4339.8
32.996,0.149,2.42,41.565,4339.9
34.594,0.149,2.415,40.323,4340.0
35.267,0.149,2.408,38.257,4340.1
34.769,0.149,2.4,39.381,4340.2
36.082,0.15,2.395,39.337,4340.3
35.656,0.15,2.391,40.225,4340.4
35.08,0.149,2.388,37.331,4340.5
35.263,0.148,2.386,34.92,4340.6
34.666,0.15,2.386,32.635,4340.7
33.701,0.146,2.385,30.382,4340.8
32.254,0.145,2.384,29.045,4340.9
32.203,0.145,2.382,28.659,4341.0
32.792,0.146,2.378,29.018,4341.1
32.952,0.149,2.371,29.115,4341.2
31.898,0.151,2.362,28.547,4341.3
33.003,0.153,2.352,28.01,4341.4
33.406,0.154,2.344,27.672,4341.5
33.557,0.154,2.336,28.016,4341.6
31.359,0.155,2.332,29.552,4341.7
30.827,0.156,2.331,31.605,4341.8
32.795,0.157,2.335,32.704,4341.9
35.011,0.157,2.343,35.859,4342.0
35.959,0.157,2.355,35.978,4342.1
33.605,0.157,2.369,35.853,4342.2
32.837,0.157,2.385,33.848,4342.3
31.654,0.157,2.402,32.257,4342.4
30.857,0.156,2.417,32.252,4342.5
31.163,0.155,2.426,30.633,4342.6
31.64,0.153,2.428,32.083,4342.7
32.591,0.152,2.428,32.628,4342.8
32.687,0.15,2.43,32.895,4342.9
33.951,0.148,2.435,31.106,4343.0
34.336,0.147,2.442,28.272,4343.1
34.434,0.146,2.447,26.374,4343.2
30.906,0.148,2.448,25.512,4343.3
32.037,0.148,2.448,24.89,4343.4
31.984,0.147,2.449,24.641,4343.5
31.666,0.142,2.45,23.9,4343.6
31.073,0.14,2.45,23.758,4343.7
31.138,0.14,2.45,23.798,4343.8
31.352,0.139,2.449,23.637,4343.9
32.566,0.139,2.45,23.516,4344.0
30.913,0.139,2.452,22.705,4344.1
30.39,0.139,2.457,22.37,4344.2
32.315,0.139,2.464,21.709,4344.3
32.087,0.139,2.468,21.413,4344.4
30.781,0.139,2.466,20.615,4344.5
30.224,0.139,2.459,19.628,4344.6
31.937,0.14,2.451,19.031,4344.7
32.612,0.139,2.448,17.559,4344.8
32.784,0.139,2.451,17.005,4344.9
33.492,0.138,2.457,18.106,4345.0
31.48,0.138,2.463,19.248,4345.1
31.607,0.141,2.466,18.964,4345.2
32.212,0.143,2.464,19.052,4345.3
33.031,0.151,2.459,20.286,4345.4
32.951,0.155,2.454,20.326,4345.5
35.172,0.158,2.452,19.089,4345.6
36.548,0.158,2.456,18.306,4345.7
35.044,0.157,2.465,17.774,4345.8
34.988,0.156,2.478,17.732,4345.9
34.24,0.155,2.491,18.209,4346.0
36.699,0.154,2.502,20.772,4346.1
36.25,0.155,2.514,22.715,4346.2
38.205,0.156,2.527,25.839,4346.3
39.966,0.158,2.537,27.384,4346.4
40.358,0.16,2.541,17.822,4346.5
39.351,0.162,2.542,16.819,4346.6
38.707,0.161,2.539,18.579,4346.7
38.566,0.163,2.533,19.375,4346.8
37.561,0.158,2.524,21.784,4346.9
38.523,0.161,2.515,17.098,4347.0
36.149,0.163,2.509,13.192,4347.1
36.651,0.167,2.505,12.454,4347.2
38.061,0.169,2.503,11.668,4347.3
38.981,0.168,2.502,11.528,4347.4
